Creator_ID,Channel_Name,Handle,Platform,Category,Content_Type,Country,Followers,Avg_Views,Monthly_Views,Engagement_Rate,Nox_Score,Target_Age,Target_Gender,Estimated_CPM,Upload_Per_Month,Views_Trend_6M,Last_Upload_Date,Controversy_Flag,Ad_Content_Ratio,Risk_Score,Creator_Tier,Collab_Type_Pref,Created_At,Daily_Views,Thumbnail_URL,Channel_ID,Channel_URL
CR_YT_0047,이지금 [IU Official],@yt_uc3syt4_,YouTube,엔터테인먼트,버라이어티,Korea,10300000,8128440,121926600,8.35,3.6,18-34,Mixed,6715.0,8,유지,2026-03-08,없음,6,5.0,메가,브랜디드콘텐츠,2026-06-13,5461007,https://yt3.ggpht.com/nDDHm_IlcdZsX82K4cCxtCL-Cn0ewpC_14WOOvWUJlksQFZZB-C_6I58MTlzyx_fbltTgNST=s240-c-k-c0x00ffffff-no-rj,UC3SyT4_WLHzN7JmHQwKQZww,https://www.youtube.com/channel/UC3SyT4_WLHzN7JmHQwKQZww
CR_YT_0048,Cha Dabin,@yt_ucv50vqa,YouTube,엔터테인먼트,예능,Korea,10300000,5060096,70841344,4.14,3.0,18-34,Mixed,12563.0,8,유지,2026-01-05,없음,22,5.0,메가,PPL,2026-06-13,2194067,https://yt3.ggpht.com/_Emc-eYapkmDiJZ8xdvXDAyKPtX-bdnJTJOkJW46F_v8iXstwOIcKTo-n_Alqp-vli4zusRzbpw=s240-c-k-c0x00ffffff-no-rj,UCv50vqaNYubTfuOvvH1cuAg,https://www.youtube.com/channel/UCv50vqaNYubTfuOvvH1cuAg
CR_YT_0049,KBS Kpop,@yt_ucelpm9y,YouTube,엔터테인먼트,버라이어티,Korea,10200000,193230,3671370,8.5,3.0,18-34,Mixed,9950.0,16,상승,2026-01-06,없음,9,5.0,메가,브랜디드콘텐츠,2026-06-13,131874,https://yt3.ggpht.com/bfuCyrlo74z5K_0A1voFD7leSSlafqfb953tFQ4Oe5X9CFDN23X_vm07yV8f_YCY63dxBjiB=s240-c-k-c0x00ffffff-no-rj,UCeLPm9yH_a_QH8n6445G-Ow,https://www.youtube.com/channel/UCeLPm9yH_a_QH8n6445G-Ow
CR_YT_0050,조이밤 Joy_Bamm,@yt_uc2p1noh,YouTube,엔터테인먼트,버라이어티,Korea,10200000,15940246,270984182,1.51,4.0,18-34,Mixed,4216.0,12,유지,2026-02-11,없음,18,5.0,메가,브랜디드콘텐츠,2026-06-13,7286472,https://yt3.ggpht.com/wuAEYvIKsOqPAYRB7baaAi9JWnARv_7bvmvYVEb3OXTPyqlMuAt_vsoLfltAaHgFwQk-_cHYaA=s240-c-k-c0x00ffffff-no-rj,UC2p1nohpGOnK7u_3JgDpvog,https://www.youtube.com/channel/UC2p1nohpGOnK7u_3JgDpvog
CR_YT_0051,Samsung,@yt_ucwwgak7,YouTube,테크,IT정보,Korea,10100000,975409,11704908,0.71,2.9,25-44,Male,10868.0,16,상승,2026-01-27,없음,29,4.7,메가,제품리뷰,2026-06-13,302637,https://yt3.ggpht.com/Ul4xFDiUAHZT1h8P7dDrNpW5RrVqff3b0-yKgZxSgn6QLXzkOJSmJnYsZS7l2L5LcfXXN7o-kw=s240-c-k-c0x00ffffff-no-rj,UCWwgaK7x0_FR1goeSRazfsQ,https://www.youtube.com/channel/UCWwgaK7x0_FR1goeSRazfsQ
CR_YT_0052,EXO,@yt_uczcedbc,YouTube,엔터테인먼트,예능,Korea,9870000,2142857,40714283,7.3,3.8,18-34,Mixed,6711.0,1,유지,2026-01-04,없음,7,4.0,메가,PPL,2026-06-13,1683856,https://yt3.ggpht.com/ujB2n35HjiBrD1UHWY6aLdZJ4-g01agipoXe2NFQaAbuEhnIPnJHbrfi9ScdgawZWSuKZkPGhg=s240-c-k-c0x00ffffff-no-rj,UCzCedBCSSltI1TFd3bKyN6g,https://www.youtube.com/channel/UCzCedBCSSltI1TFd3bKyN6g
CR_YT_0053,ITZY,@yt_ucdhm2k2,YouTube,엔터테인먼트,리액션,Korea,9800000,1625000,22750000,1.34,4.9,18-34,Mixed,6815.0,16,하락,2026-04-30,없음,34,4.7,메가,PPL,2026-06-13,967353,https://yt3.ggpht.com/K_YJ1Lr0UBrtIZCAqbF3gmB258wrHQthumrWkHVgr7b32_ChoixS4LAKnMT8lw432MsnX5XODCU=s240-c-k-c0x00ffffff-no-rj,UCDhM2k2Cua-JdobAh5moMFg,https://www.youtube.com/channel/UCDhM2k2Cua-JdobAh5moMFg
CR_YT_0054,팀일루션 노성율,@yt_uctctoxl,YouTube,피트니스,헬스,Korea,9790000,7885646,110399044,5.24,3.0,25-44,Mixed,7037.0,2,유지,2026-03-28,없음,10,4.5,메가,PPL,2026-06-13,4703051,https://yt3.ggpht.com/35FyimegOtZPbOIhwhBmAxSzEfa5h6D0l2QWrNSU5eKO-0QD3XWUOSCVeixjDjVuFx-4gj-_3g=s240-c-k-c0x00ffffff-no-rj,UCtctOXlHYeQyuXSgW861nMA,https://www.youtube.com/channel/UCtctOXlHYeQyuXSgW861nMA
CR_YT_0055,i-dle (아이들),@yt_ucritgvo,YouTube,엔터테인먼트,예능,Korea,9690000,3270676,26165408,3.1,3.5,18-34,Mixed,13265.0,4,유지,2026-01-22,없음,21,5.0,메가,브랜디드콘텐츠,2026-06-13,912313,https://yt3.ggpht.com/_sDaQadipZMANZ_Otu2ZHZJIFe8BqCj8vy4oOMWGUJTGReKbxgTzGZG7LJJKoqwnC7l5QrGB=s240-c-k-c0x00ffffff-no-rj,UCritGVo7pLJLUS8wEu32vow,https://www.youtube.com/channel/UCritGVo7pLJLUS8wEu32vow
CR_YT_0056,Mnet TV,@yt_ucepuwup,YouTube,엔터테인먼트,예능,Korea,9570000,483793,5321723,4.41,4.3,18-34,Mixed,7617.0,16,상승,2026-02-26,없음,35,4.7,메가,PPL,2026-06-13,213587,https://yt3.ggpht.com/jmW01UkLcaKUxZFyKxkgG3iRu7jFt1V7mzSKpbEyAFJqMjLoZ-ZTSNtYDVueSk4-XGRCAxCt=s240-c-k-c0x00ffffff-no-rj,UCepUWUpH45hRTi-QePdq1Bg,https://www.youtube.com/channel/UCepUWUpH45hRTi-QePdq1Bg
CR_YT_0057,SEALOOK Official,@yt_ucwshews,YouTube,엔터테인먼트,리액션,Korea,9330000,2686945,37617230,2.95,3.7,18-34,Mixed,6670.0,8,하락,2026-04-27,없음,40,4.2,메가,PPL,2026-06-13,1484941,https://yt3.ggpht.com/zmlcWuMhdKNrT30deSjKB0DnOT2_Ifs8qjgZTWYY9QzBemseO4FxhMKaoitH8TkUwseGGfOFNB8=s240-c-k-c0x00ffffff-no-rj,UCwSheWsZiJ9IxtbDWNj8cOw,https://www.youtube.com/channel/UCwSheWsZiJ9IxtbDWNj8cOw
CR_YT_0058,MBCentertainment,@yt_ucibr0bk,YouTube,엔터테인먼트,버라이어티,Korea,9230000,167079,2004948,2.34,4.2,18-34,Mixed,14288.0,4,상승,2026-05-04,없음,12,5.0,메가,브랜디드콘텐츠,2026-06-13,61126,https://yt3.ggpht.com/ytc/AIdro_mFzRJydGE8SDVBDfbOro5OnaGX9Yre0-WoZ2ACD8_tcIU=s240-c-k-c0x00ffffff-no-rj,UCiBr0bK06imaMbLc8sAEz0A,https://www.youtube.com/channel/UCiBr0bK06imaMbLc8sAEz0A
CR_YT_0059,서은이야기[SeoeunStory],@yt_ucvihezv,YouTube,라이프스타일,브이로그,Korea,9220000,1599402,19192824,8.31,3.6,18-34,Mixed,4796.0,4,유지,2026-01-04,없음,11,5.0,메가,브랜디드콘텐츠,2026-06-13,772325,https://yt3.ggpht.com/ytc/AIdro_kdxvNAyUnMrqGOb4d60rsPIUwYJs_aWKlpryOv2MkCKg=s240-c-k-c0x00ffffff-no-rj,UCVihezVtsguXEouYvtKmKYA,https://www.youtube.com/channel/UCVihezVtsguXEouYvtKmKYA
CR_YT_0060,PP,@yt_uct6-x_4,YouTube,게임,게임리뷰,Korea,8750000,9043478,171826082,2.69,4.9,18-34,Male,2331.0,12,유지,2026-05-27,없음,23,5.0,메가,제품리뷰,2026-06-13,6150769,https://yt3.ggpht.com/Dspv5-_ANFcemGkjZnuncpbvpzsBjv_sFy7zLmHk-5DoxieIMcFWwTuVidJUSzgJI7ZUgoen9A=s240-c-k-c0x00ffffff-no-rj,UCt6-x_4GZmi8LGo2MX6lH8w,https://www.youtube.com/channel/UCt6-x_4GZmi8LGo2MX6lH8w
CR_YT_0061,SBSKPOP X INKIGAYO,@yt_ucs_hnpj,YouTube,엔터테인먼트,브이로그,Korea,8730000,195853,2350236,4.02,2.6,18-34,Mixed,7427.0,1,상승,2026-01-19,없음,21,4.0,메가,PPL,2026-06-13,80580,https://yt3.ggpht.com/GqzNZfMlBCgXYpAA74wuCs9HTEJ7ePtImt6QpXwk2qt6LJEIrZ8hEdPHeLPusnCCqoEGJb1pEQ=s240-c-k-c0x00ffffff-no-rj,UCS_hnpJLQTvBkqALgapi_4g,https://www.youtube.com/channel/UCS_hnpJLQTvBkqALgapi_4g
CR_YT_0062,JISOO,@yt_ucre-097,YouTube,엔터테인먼트,브이로그,Korea,8730000,7022900,119389300,0.93,2.4,18-34,Mixed,4099.0,12,하락,2026-05-14,없음,24,5.0,메가,브랜디드콘텐츠,2026-06-13,4539228,https://yt3.ggpht.com/kHhDPnOv3d7FyTlis1nRYaLIv6D-uPFIuby5R5eXAKcOjRXXDfBUXH1v2hQbNU3ahK07yWBrbw=s240-c-k-c0x00ffffff-no-rj,UCRE-097LGtx_Zo7LrHvkycA,https://www.youtube.com/channel/UCRE-097LGtx_Zo7LrHvkycA
CR_YT_0063,aespa,@yt_uc9gtsle,YouTube,엔터테인먼트,버라이어티,Korea,8490000,3539976,49559664,4.04,4.6,18-34,Mixed,1373.0,8,상승,2026-03-09,없음,24,5.0,메가,브랜디드콘텐츠,2026-06-13,1677363,https://yt3.ggpht.com/U3FU_SmYdXZjjmAC7vzedKfbP_x2QbVHNHa87dGETdDazD7GHe9oaDyLpcY6C6nrMOY7j02T=s240-c-k-c0x00ffffff-no-rj,UC9GtSLeksfK4yuJ_g1lgQbg,https://www.youtube.com/channel/UC9GtSLeksfK4yuJ_g1lgQbg
CR_YT_0064,YG ENTERTAINMENT,@yt_ucqi67q4,YouTube,엔터테인먼트,리액션,Korea,8480000,4448398,80071164,2.42,3.7,18-34,Mixed,10496.0,2,유지,2026-03-01,없음,5,4.5,메가,브랜디드콘텐츠,2026-06-13,2020011,https://yt3.ggpht.com/ytc/AIdro_ncnsFrs9NNi0n9retd_cyfFkZO0ICOOQ_q1f7lG1wFSlo=s240-c-k-c0x00ffffff-no-rj,UCQi67q4kGdmnJaRzX81uK5g,https://www.youtube.com/channel/UCQi67q4kGdmnJaRzX81uK5g
CR_YT_0065,JTBC Entertainment,@yt_ucfl1sca,YouTube,엔터테인먼트,버라이어티,Korea,8200000,150744,1808928,6.12,3.4,18-34,Mixed,11924.0,16,하락,2026-01-30,없음,19,5.0,메가,PPL,2026-06-13,72047,https://yt3.ggpht.com/vsTOwrvjlLIGUg0YB0jFlMCuLLGF-mHZoa5EJMzAicIVPo8fFiUzwQY_82LZSqPVYGOaa18N1A=s240-c-k-c0x00ffffff-no-rj,UCFL1sCAksD6_7JIZwwHcwjQ,https://www.youtube.com/channel/UCFL1sCAksD6_7JIZwwHcwjQ
CR_YT_0066,TREASURE (트레저),@yt_ucx9hxyo,YouTube,엔터테인먼트,리액션,Korea,7990000,2182336,34917376,1.69,2.8,18-34,Mixed,11993.0,2,하락,2026-02-01,확인필요,9,3.0,메가,PPL,2026-06-13,997899,https://yt3.ggpht.com/aUvewrJGTcI4ANkUkWnnwkDr0esbtIrWntgvCb1GWGnRAEKHePNCirzbC2YdoIdKSA0_c63XBQ=s240-c-k-c0x00ffffff-no-rj,UCx9hXYOCvUYwrprEqe4ZQHA,https://www.youtube.com/channel/UCx9hXYOCvUYwrprEqe4ZQHA
CR_YT_0067,BEATPELLA HOUSE,@yt_ucwulbea,YouTube,엔터테인먼트,브이로그,Korea,7650000,2348578,35228670,6.1,4.8,18-34,Mixed,1666.0,12,상승,2026-06-04,없음,39,4.2,메가,PPL,2026-06-13,1388097,https://yt3.ggpht.com/vqP6FIYhcOahQcjWY46fJ-qlp1PY00t4Z1PRmI6M6SIiRkZF19adKVgNmZtYLha8YuNFFcXqBQ=s240-c-k-c0x00ffffff-no-rj,UCWuLbEABJ8AmK7H_2bA8Y-w,https://www.youtube.com/channel/UCWuLbEABJ8AmK7H_2bA8Y-w
CR_YT_0068,MariAndKids,@yt_ucpgfluu,YouTube,교육,정보,Korea,7570000,3130193,37562316,2.33,4.0,13-17,Mixed,10248.0,20,유지,2026-02-14,없음,6,5.0,메가,제품리뷰,2026-06-13,899123,https://yt3.ggpht.com/ytc/AIdro_nPXB8sfDynyAOPasDwoMKf2JOxtxhmEhs7U9xuM8NNPgU=s240-c-k-c0x00ffffff-no-rj,UCPGFLUUESbnhkOTpIt71Awg,https://www.youtube.com/channel/UCPGFLUUESbnhkOTpIt71Awg
CR_YT_0069,LE SSERAFIM,@yt_ucs-qbt4,YouTube,엔터테인먼트,브이로그,Korea,7570000,2029033,30435495,4.04,2.8,18-34,Mixed,7630.0,12,상승,2026-04-15,없음,32,4.7,메가,PPL,2026-06-13,1078709,https://yt3.ggpht.com/nR0oJ7FTLOQZQkQejg1k4Cki6Nz5ohOtN_2rWlED43DXOa8iNAQlWL1ytaUAbL4YQTtHmCtjs3s=s240-c-k-c0x00ffffff-no-rj,UCs-QBT4qkj_YiQw1ZntDO3g,https://www.youtube.com/channel/UCs-QBT4qkj_YiQw1ZntDO3g
CR_YT_0070,채널 십오야,@yt_ucq2o-if,YouTube,엔터테인먼트,예능,Korea,7500000,1410545,18337085,1.34,2.5,18-34,Mixed,14205.0,8,하락,2026-01-23,없음,36,4.2,메가,PPL,2026-06-13,565235,https://yt3.ggpht.com/iKz6OMmWDbyN7Yi5AN6E-pKw-d9em-C9UVYvClL2A4EmUdHL1qlrxs4WL20QJF8ym0QBXD9EcQ=s240-c-k-c0x00ffffff-no-rj,UCQ2O-iftmnlfrBuNsUUTofQ,https://www.youtube.com/channel/UCQ2O-iftmnlfrBuNsUUTofQ
CR_YT_0071,SBS Entertainment,@yt_ucmjnkt6,YouTube,엔터테인먼트,브이로그,Korea,7490000,45349,589537,1.43,4.3,18-34,Mixed,517.0,20,하락,2026-01-14,없음,37,4.2,메가,PPL,2026-06-13,17227,https://yt3.ggpht.com/3A8COy3FuJc7voZpNhG_Ao1gGj8O-C_edb40_IjhX4l0UBc1rCYtICQs1w2EWnUqVmF7ZpSiubM=s240-c-k-c0x00ffffff-no-rj,UCmjNKt6kITwaZTqvWuaSPLg,https://www.youtube.com/channel/UCmjNKt6kITwaZTqvWuaSPLg
CR_YT_0072,tvN DRAMA,@yt_uc9w-h_c,YouTube,엔터테인먼트,브이로그,Korea,7470000,154285,1697135,5.48,3.5,18-34,Mixed,8464.0,8,유지,2026-02-01,없음,8,5.0,메가,PPL,2026-06-13,60129,https://yt3.ggpht.com/crnwfWsJig2wkNfRQyX0oDvfiWk6NOYBEG0HgP8xDs4_oKmmJWB09ioEbLlBQhJB6HIFg_qT_IM=s240-c-k-c0x00ffffff-no-rj,UC9w-h_ciMmX64TcLRcb1xPg,https://www.youtube.com/channel/UC9w-h_ciMmX64TcLRcb1xPg
CR_YT_0073,뽀로로(Pororo),@yt_ucpuegc_,YouTube,교육,스터디,Korea,7400000,1979686,15837488,5.37,2.7,25-44,Mixed,8508.0,2,상승,2026-04-29,없음,24,4.5,메가,제품리뷰,2026-06-13,729159,https://yt3.ggpht.com/lZhJCaZloizCCPM4KbppoLbFHpD-mR-byhrB2KQYyN8EJzeAPECYwe4Kco4JzxjBlMKlfM__tw=s240-c-k-c0x00ffffff-no-rj,UCPUeGC_AL-OnDQORKhRm6iA,https://www.youtube.com/channel/UCPUeGC_AL-OnDQORKhRm6iA
CR_YT_0074,베이비버스 -인기 동요・동화,@yt_ucscjd-a,YouTube,교육,강의,Korea,7310000,2514417,22629753,1.73,4.8,25-44,Mixed,6525.0,4,유지,2026-04-27,없음,37,4.2,메가,제품리뷰,2026-06-13,870036,https://yt3.ggpht.com/ytc/AIdro_lcu2PPM7-qrGHmMr8-5e5HJ0ouM2ThMcxwaUrbzNnvJoo=s240-c-k-c0x00ffffff-no-rj,UCscjd-azZ1AqHxxrO6YDIQg,https://www.youtube.com/channel/UCscjd-azZ1AqHxxrO6YDIQg
CR_YT_0075,Sungha Jung,@yt_ucjwri2q,YouTube,엔터테인먼트,리액션,Korea,7210000,1339401,21430416,2.02,3.8,18-34,Mixed,4506.0,16,유지,2026-01-01,없음,13,5.0,메가,PPL,2026-06-13,572370,https://yt3.ggpht.com/ytc/AIdro_mnaZtxqN8I_gExAdnAfuxE2ILMx5tyi-FZCHVbQGNoY7A=s240-c-k-c0x00ffffff-no-rj,UCjWRi2qaGtKjQyoQLc4OGkw,https://www.youtube.com/channel/UCjWRi2qaGtKjQyoQLc4OGkw
CR_YT_0076,SonicToy소닉토이,@yt_uc2nvql2,YouTube,라이프스타일,일상,Korea,7120000,13333333,159999996,7.2,3.7,18-34,Mixed,6975.0,16,유지,2026-05-22,없음,36,4.2,메가,브랜디드콘텐츠,2026-06-13,6443923,https://yt3.ggpht.com/ytc/AIdro_nSKZ-jFhTFNrSe6hftcMlrRUP48Sq0OXWfzDldafL_55U=s240-c-k-c0x00ffffff-no-rj,UC2NvqL2gbWQXbfnLN7C9XFg,https://www.youtube.com/channel/UC2NvqL2gbWQXbfnLN7C9XFg
CR_YT_0077,playlist mood,@yt_uc4pentl,YouTube,엔터테인먼트,예능,Korea,7100000,6461,129220,4.14,3.0,18-34,Mixed,3887.0,2,유지,2026-05-02,없음,20,4.5,메가,PPL,2026-06-13,4653,https://yt3.ggpht.com/M01MvV02sd8FreMcHEha1qrqFIeQWt-9a_hw_Q0T1Lq4qMJW0ypWQmEA-5o5oBhBM6kVB_71Sw=s240-c-k-c0x00ffffff-no-rj,UC4PenTl_MO3-Mh77J7lZk5w,https://www.youtube.com/channel/UC4PenTl_MO3-Mh77J7lZk5w
CR_YT_0078,NCT DREAM,@yt_ucxurhjr,YouTube,엔터테인먼트,리액션,Korea,7080000,1798245,34166655,3.55,5.0,18-34,Mixed,1037.0,20,하락,2026-04-23,없음,14,5.0,메가,브랜디드콘텐츠,2026-06-13,1525428,https://yt3.ggpht.com/zueBt4nWmanBgh4z4W1-S5wbiOIESaXVad_TKTbeHlx97T8fKcbjyX-0iwGaPvZ8BQA1Esyybw=s240-c-k-c0x00ffffff-no-rj,UCXURHJRGr4-EB3l87kcbElw,https://www.youtube.com/channel/UCXURHJRGr4-EB3l87kcbElw
CR_YT_0079,SBS 스브스 Drama,@yt_uc6eridu,YouTube,엔터테인먼트,리액션,Korea,7020000,24617,221553,4.16,4.2,18-34,Mixed,11832.0,8,유지,2026-01-21,확인필요,14,3.5,메가,PPL,2026-06-13,7888,https://yt3.ggpht.com/3hQ43_TCjHDHCmFcELKbAxjnilFMaOrepsoa3r_U-RHaCHWc8iz9NsY48OEsGhEMjHwfxc-x6g=s240-c-k-c0x00ffffff-no-rj,UC6erIDuvbOaAO-OT5rB2Xew,https://www.youtube.com/channel/UC6erIDuvbOaAO-OT5rB2Xew
CR_YT_0080,ALL THE K-POP,@yt_ucpde4gu,YouTube,엔터테인먼트,버라이어티,Korea,6950000,137567,1788371,7.37,3.1,18-34,Mixed,1021.0,4,상승,2026-02-28,없음,36,4.2,메가,PPL,2026-06-13,77295,https://yt3.ggpht.com/KmtLGIgpEOIRca9yfl8WzQedKkkooLw7kszl0ieVBfq7aq9u6PmFLdMIYAF2FcDONszSl1JZbA=s240-c-k-c0x00ffffff-no-rj,UCPde4guD9yFBRzkxk2PatoA,https://www.youtube.com/channel/UCPde4guD9yFBRzkxk2PatoA
CR_YT_0081,With Kids Playground [위드키즈 놀이터],@yt_ucnhcat7,YouTube,교육,스터디,Korea,6940000,3952095,75089805,8.33,4.3,13-17,Mixed,10563.0,16,상승,2026-01-15,없음,11,5.0,메가,스폰서십,2026-06-13,1910448,https://yt3.ggpht.com/ytc/AIdro_kpD2z_ZG-ya1XOwPUnrn0N7OC8ZRxbL25L1dau8w0ScA=s240-c-k-c0x00ffffff-no-rj,UCnHCaT79--qqZKBSWoJq_NA,https://www.youtube.com/channel/UCnHCaT79--qqZKBSWoJq_NA
CR_YT_0082,MAMAMOO,@yt_ucuhauml,YouTube,엔터테인먼트,버라이어티,Korea,6840000,2290372,27484464,3.95,2.7,18-34,Mixed,1645.0,8,유지,2026-05-30,없음,16,5.0,메가,PPL,2026-06-13,871188,https://yt3.ggpht.com/V0y6r38_i7SmDNtJRg_HTwIRl6xKVAWcO-YLEDrmdyVSYa0XaYvRrJQt0SJjJYHuRda8_fGYPt0=s240-c-k-c0x00ffffff-no-rj,UCuhAUMLzJxlP1W7mEk0_6lA,https://www.youtube.com/channel/UCuhAUMLzJxlP1W7mEk0_6lA
CR_YT_0083,STARSHIP,@yt_ucydmx2s,YouTube,엔터테인먼트,버라이어티,Korea,6700000,2496782,24967820,5.6,3.4,18-34,Mixed,7246.0,16,유지,2026-04-24,없음,5,5.0,메가,브랜디드콘텐츠,2026-06-13,717851,https://yt3.ggpht.com/k6p06Jx1N1ItWTjYjdDhDPadzWvIRFPdbqqtM-81QuHF9bzqCj4yy_ZVc40AaFsRvtjwd7ex=s240-c-k-c0x00ffffff-no-rj,UCYDmx2Sfpnaxg488yBpZIGg,https://www.youtube.com/channel/UCYDmx2Sfpnaxg488yBpZIGg
CR_YT_0084,미니팡TV,@yt_ucduozoi,YouTube,게임,게임플레이,Korea,6650000,4234062,55042806,2.89,4.9,18-34,Male,4881.0,16,유지,2026-03-02,없음,21,5.0,메가,제품리뷰,2026-06-13,2552804,https://yt3.ggpht.com/ytc/AIdro_k9ooTKGnoVZIUyD-IGesAWAion7m4dMTAjiz1jDlyD46Q=s240-c-k-c0x00ffffff-no-rj,UCDuoZoikGpBAlX4BZBDdGtw,https://www.youtube.com/channel/UCDuoZoikGpBAlX4BZBDdGtw
CR_YT_0085,Jeffrey X,@yt_uc2qkqjn,YouTube,엔터테인먼트,예능,Korea,6620000,7249190,101488660,5.1,5.0,18-34,Mixed,10044.0,4,유지,2026-06-05,없음,6,5.0,메가,브랜디드콘텐츠,2026-06-13,3722420,https://yt3.ggpht.com/rn-5Co7NEhRRNnP5zeRFvCEk4hXZHoBq8Ntgm4AbO2TJhAfmg6NJ1tPer_vrhqXTb8W6qIIscos=s240-c-k-c0x00ffffff-no-rj,UC2qKQjnZI_tnG7XemGBOHxQ,https://www.youtube.com/channel/UC2qKQjnZI_tnG7XemGBOHxQ
CR_YT_0086,깨비키즈 [KEBIKIDS],@yt_ucd_-n4v,YouTube,교육,정보,Korea,6520000,2299513,43690747,7.73,2.9,13-17,Mixed,5609.0,20,상승,2026-02-05,없음,19,5.0,메가,스폰서십,2026-06-13,1525839,https://yt3.ggpht.com/ytc/AIdro_nJgMY_3ZRq07af4J7qTGccc7yMBH1CTtbcLVG1vDoGgpU=s240-c-k-c0x00ffffff-no-rj,UCD_-N4vf-tsqbUxrQ4CrJIA,https://www.youtube.com/channel/UCD_-N4vf-tsqbUxrQ4CrJIA
CR_YT_0087,NCT,@yt_ucwgtord,YouTube,엔터테인먼트,예능,Korea,6430000,827783,14900094,5.52,2.1,18-34,Mixed,5790.0,20,상승,2026-03-25,확인필요,33,3.2,메가,PPL,2026-06-13,381449,https://yt3.ggpht.com/gUb_101FVPJBvSqT-4JJQA6xkBtipUsZFTAZ-sNP7VoShBumdPnASi5eiu1QlTjhL1YJJd-SQek=s240-c-k-c0x00ffffff-no-rj,UCwgtORdDtUKhpjE1VBv6XfA,https://www.youtube.com/channel/UCwgtORdDtUKhpjE1VBv6XfA
CR_YT_0088,HIU 하이유,@yt_ucw-qmow,YouTube,푸드,먹방,Korea,6410000,2908792,55267048,2.11,4.4,18-34,Mixed,4452.0,4,상승,2026-03-17,없음,38,4.2,메가,제품리뷰,2026-06-13,1825382,https://yt3.ggpht.com/ytc/AIdro_kRfDWJsmcZyEFuTvhSwjP9AwNHBwbI3ujE_KhFsN_LEA=s240-c-k-c0x00ffffff-no-rj,UCw-QmownJwilhTje10TYlIg,https://www.youtube.com/channel/UCw-QmownJwilhTje10TYlIg
CR_YT_0089,ANA Craft,@yt_ucmyqd9i,YouTube,게임,e스포츠,Korea,6360000,5451263,103573997,6.93,3.4,18-34,Male,3771.0,1,유지,2026-01-24,없음,14,4.0,메가,스폰서십,2026-06-13,4520238,https://yt3.ggpht.com/ou_SMJZGbPCg4ZmbIIcOYOIZG9PYQmRWIbCOhzewZreSbDTX2YNjhZteQ0ezdk8RlOdGP_guaNM=s240-c-k-c0x00ffffff-no-rj,UCMyqd9iofhTAVD4SlK7H-Lg,https://www.youtube.com/channel/UCMyqd9iofhTAVD4SlK7H-Lg
CR_YT_0090,영국남자 Korean Englishman,@yt_ucg-p3lq,YouTube,푸드,레시피,Korea,6180000,2878953,57579060,2.62,2.4,18-34,Mixed,12425.0,4,유지,2026-05-01,없음,21,5.0,메가,먹방협찬,2026-06-13,1873626,https://yt3.ggpht.com/ytc/AIdro_l3NBOaLOnWVdNU7jOKWzusqmRxIdfsMFDyqugLcRM6dvs=s240-c-k-c0x00ffffff-no-rj,UCg-p3lQIqmhh7gHpyaOmOiQ,https://www.youtube.com/channel/UCg-p3lQIqmhh7gHpyaOmOiQ
CR_YT_0091,DDDDANI 따니,@yt_ucegmm7v,YouTube,엔터테인먼트,리액션,Korea,6070000,12845188,102761504,8.05,3.0,18-34,Mixed,9713.0,12,유지,2026-01-30,없음,19,5.0,메가,PPL,2026-06-13,3883298,https://yt3.ggpht.com/fdCCEzxn6GCOs2q_68K81QjP2YxZpOPPD0AlaZpfCIXfxnwwLQTW118JZVqtAlDQXHMOjPAWqA=s240-c-k-c0x00ffffff-no-rj,UCEgmm7v9hE21K3OWCyQ9gHg,https://www.youtube.com/channel/UCEgmm7v9hE21K3OWCyQ9gHg
CR_YT_0092,STUDIO CHOOM [스튜디오 춤],@yt_uceii7zf,YouTube,엔터테인먼트,브이로그,Korea,6030000,1115073,11150730,0.8,5.0,18-34,Mixed,8294.0,1,유지,2026-05-19,없음,11,4.0,메가,PPL,2026-06-13,271982,https://yt3.ggpht.com/3ZjSjNuOP8ho8qlpEsOMT_KbbK6lLs4EFBgVMZg1fK3nnJipRoJ4Pq1sSIKbf-rEdcu5CmAnvQ=s240-c-k-c0x00ffffff-no-rj,UCEIi7zFR_wE23jFncVtd6-A,https://www.youtube.com/channel/UCEIi7zFR_wE23jFncVtd6-A
CR_YT_0093,푸메Fume,@yt_ucbzi92w,YouTube,푸드,레시피,Korea,5990000,1228209,17194926,6.31,4.7,18-34,Mixed,9427.0,16,유지,2026-02-25,없음,11,5.0,메가,제품리뷰,2026-06-13,636864,https://yt3.ggpht.com/sCaWAsYNMdQaMPFCqcna8HY2jbVk87WJUVALr0jnyFfoRecKyQFjoYMt7ePX0HeWTnetQZIJaQ=s240-c-k-c0x00ffffff-no-rj,UCbzI92w5vWa6mEj1dACfy6g,https://www.youtube.com/channel/UCbzI92w5vWa6mEj1dACfy6g
